assertion_id,feature_id,feature_name,specification,layer,kind,surface_id,surface_name,product,vendor,surface_type,execution,status,maturity,qualifier,evidence_type,source_ids,observed_at_utc,confidence,verified_runtime
A-0661,subagents,Subagents,Vendor convention,agents,composition,gemini-cli,Gemini CLI,Gemini,Google,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-130,2026-08-28T19:30Z,low,no
A-0662,custom-agents,Custom agent definitions,Vendor convention,agents,composition,gemini-cli,Gemini CLI,Gemini,Google,cli,local,y,ga,Documented support.,documented,S-132,2026-08-28T19:30Z,high,no
A-0663,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,gemini-cli,Gemini CLI,Gemini,Google,cli,local,y,ga,Documented support.,documented,S-132,2026-08-28T19:30Z,high,no
A-0664,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,gemini-cli,Gemini CLI,Gemini,Google,cli,local,y,ga,Documented support.,documented,S-132,2026-08-28T19:30Z,high,no
A-0665,acp.client,ACP client/editor role,ACP,interoperability,client,gemini-cli,Gemini CLI,Gemini,Google,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-130,2026-08-28T19:30Z,low,no
A-0666,acp.agent,ACP agent/server role,ACP,interoperability,agent,gemini-cli,Gemini CLI,Gemini,Google,cli,local,a,preview,Gemini CLI exposes an --acp mode; current docs call it Agent Communication Protocol mode and compatibility should be version-qualified.,documented,S-132,2026-08-28T19:30Z,medium,no
A-0667,ahp.client,AHP client role,AHP,interoperability,client,gemini-cli,Gemini CLI,Gemini,Google,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-130,2026-08-28T19:30Z,low,no
A-0668,ahp.host,AHP host role,AHP,interoperability,host,gemini-cli,Gemini CLI,Gemini,Google,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-130,2026-08-28T19:30Z,low,no
A-0669,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,gemini-cli,Gemini CLI,Gemini,Google,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-130,2026-08-28T19:30Z,low,no
A-0670,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,gemini-cli,Gemini CLI,Gemini,Google,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-130,2026-08-28T19:30Z,low,no
A-0671,webmcp,WebMCP site tools,WebMCP,web,browser,gemini-cli,Gemini CLI,Gemini,Google,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-130,2026-08-28T19:30Z,low,no
A-0672,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,gemini-cli,Gemini CLI,Gemini,Google,cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-130,2026-08-28T19:30Z,low,no
A-0673,mcp.tools,MCP tools,MCP,protocol,server-feature,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,y,ga,Documented support.,documented,S-136,2026-08-28T19:30Z,high,no
A-0674,mcp.resources,MCP resources,MCP,protocol,server-feature,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,n,ga,Zed explicitly documents Tools and Prompts as supported and invites contributions for further MCP feature coverage such as discovery/sampling/elicitation.,documented,S-136,2026-08-28T19:30Z,high,no
A-0675,mcp.prompts,MCP prompts,MCP,protocol,server-feature,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,y,ga,Documented support.,documented,S-136,2026-08-28T19:30Z,high,no
A-0676,mcp.sampling,MCP sampling,MCP,protocol,client-feature,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,n,ga,Zed explicitly documents Tools and Prompts as supported and invites contributions for further MCP feature coverage such as discovery/sampling/elicitation.,documented,S-136,2026-08-28T19:30Z,high,no
A-0677,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,n,ga,Zed explicitly documents Tools and Prompts as supported and invites contributions for further MCP feature coverage such as discovery/sampling/elicitation.,documented,S-136,2026-08-28T19:30Z,high,no
A-0678,mcp.roots,MCP roots,MCP,protocol,client-feature,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0679,mcp.tasks,MCP tasks,MCP,protocol,utility,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0680,mcp.stdio,MCP stdio transport,MCP,transport,transport,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0681,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0682,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0683,mcp.oauth,MCP OAuth authorization,MCP,security,auth,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0684,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,y,ga,Documented support.,documented,S-136,2026-08-28T19:30Z,high,no
A-0685,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0686,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0687,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0688,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0689,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0690,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0691,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0692,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0693,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0694,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0695,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0696,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0697,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0698,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0699,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0700,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0701,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0702,hooks,Lifecycle hooks,Vendor convention,automation,hooks,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0703,subagents,Subagents,Vendor convention,agents,composition,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0704,custom-agents,Custom agent definitions,Vendor convention,agents,composition,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,y,ga,Documented support.,documented,S-137,2026-08-28T19:30Z,high,no
A-0705,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,y,ga,Documented support.,documented,S-137,2026-08-28T19:30Z,high,no
A-0706,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0707,acp.client,ACP client/editor role,ACP,interoperability,client,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,y,ga,Documented support.,documented,S-137,2026-08-28T19:30Z,high,no
A-0708,acp.agent,ACP agent/server role,ACP,interoperability,agent,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0709,ahp.client,AHP client role,AHP,interoperability,client,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0710,ahp.host,AHP host role,AHP,interoperability,host,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0711,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0712,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0713,webmcp,WebMCP site tools,WebMCP,web,browser,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0714,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,zed-agent,Zed Agent,Zed,Zed Industries,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-136,2026-08-28T19:30Z,low,no
A-0715,mcp.tools,MCP tools,MCP,protocol,server-feature,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,y,ga,Documented support.,documented,S-144,2026-08-28T19:30Z,high,no
A-0716,mcp.resources,MCP resources,MCP,protocol,server-feature,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0717,mcp.prompts,MCP prompts,MCP,protocol,server-feature,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0718,mcp.sampling,MCP sampling,MCP,protocol,client-feature,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0719,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0720,mcp.roots,MCP roots,MCP,protocol,client-feature,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0721,mcp.tasks,MCP tasks,MCP,protocol,utility,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0722,mcp.stdio,MCP stdio transport,MCP,transport,transport,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0723,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,y,ga,Documented support.,documented,S-144,2026-08-28T19:30Z,high,no
A-0724,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0725,mcp.oauth,MCP OAuth authorization,MCP,security,auth,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0726,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0727,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0728,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,a,ga,"JetBrains exposes shared skill management, but current agent table shows skills only for selected embedded agents such as Claude Agent and Codex.",documented,S-145,2026-08-28T19:30Z,medium,no
A-0729,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0730,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0731,skills.references-assets,Agent Skills references/assets,Agent Skills,skills,component,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0732,skills.manual-invoke,Agent Skills explicit/manual invocation,Agent Skills,skills,activation,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0733,skills.project-scope,Project-scoped Agent Skills,Agent Skills,skills,scope,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,a,ga,"JetBrains exposes shared skill management, but current agent table shows skills only for selected embedded agents such as Claude Agent and Codex.",documented,S-145,2026-08-28T19:30Z,medium,no
A-0734,skills.user-scope,User/global Agent Skills,Agent Skills,skills,scope,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,a,ga,"JetBrains exposes shared skill management, but current agent table shows skills only for selected embedded agents such as Claude Agent and Codex.",documented,S-145,2026-08-28T19:30Z,medium,no
A-0735,plugins.v1,Agent Plugins v1 plugin.json,Agent Plugins,packaging,manifest,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0736,plugins.skills,Agent Plugins skills component,Agent Plugins,packaging,component,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0737,plugins.mcp,Agent Plugins mcp.json component,Agent Plugins,packaging,component,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0738,plugins.marketplace,Plugin marketplace/install flow,Packaging,distribution,marketplace,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0739,plugins.vendor-ext,Vendor-specific plugin extensions,Packaging,distribution,extension,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0740,instructions.agents-md,AGENTS.md root instructions,AGENTS.md,instructions,file,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,y,ga,Documented support.,documented,S-142,2026-08-28T19:30Z,high,no
A-0741,instructions.agents-md-nested,Nested AGENTS.md instructions,AGENTS.md,instructions,file,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0742,instructions.claude-md,CLAUDE.md compatibility,Vendor convention,instructions,file,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0743,instructions.vendor-rules,Vendor-native rules/instructions,Vendor convention,instructions,rules,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0744,hooks,Lifecycle hooks,Vendor convention,automation,hooks,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0745,subagents,Subagents,Vendor convention,agents,composition,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0746,custom-agents,Custom agent definitions,Vendor convention,agents,composition,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,y,ga,Documented support.,documented,S-142,2026-08-28T19:30Z,high,no
A-0747,permissions,Granular agent/tool permissions,Vendor convention,security,permissions,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,y,ga,Documented support.,documented,S-142,2026-08-28T19:30Z,high,no
A-0748,headless,Headless/non-interactive agent mode,Vendor convention,runtime,execution,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0749,acp.client,ACP client/editor role,ACP,interoperability,client,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,y,ga,Documented support.,documented,S-143,2026-08-28T19:30Z,high,no
A-0750,acp.agent,ACP agent/server role,ACP,interoperability,agent,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0751,ahp.client,AHP client role,AHP,interoperability,client,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0752,ahp.host,AHP host role,AHP,interoperability,host,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0753,a2a,A2A protocol endpoint/client,A2A,interoperability,agent-agent,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0754,ag-ui,AG-UI frontend/runtime bridge,AG-UI,interoperability,agent-ui,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0755,webmcp,WebMCP site tools,WebMCP,web,browser,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0756,nlweb,NLWeb/MCP website interaction,NLWeb,web,semantic-web,jetbrains-ai,JetBrains AI Assistant,AI Assistant,JetBrains,ide,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-142,2026-08-28T19:30Z,low,no
A-0757,mcp.tools,MCP tools,MCP,protocol,server-feature,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,y,ga,Documented support.,documented,S-147,2026-08-28T19:30Z,high,no
A-0758,mcp.resources,MCP resources,MCP,protocol,server-feature,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0759,mcp.prompts,MCP prompts,MCP,protocol,server-feature,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0760,mcp.sampling,MCP sampling,MCP,protocol,client-feature,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0761,mcp.elicitation,MCP elicitation,MCP,protocol,client-feature,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0762,mcp.roots,MCP roots,MCP,protocol,client-feature,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0763,mcp.tasks,MCP tasks,MCP,protocol,utility,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0764,mcp.stdio,MCP stdio transport,MCP,transport,transport,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,y,ga,Documented support.,documented,S-147,2026-08-28T19:30Z,high,no
A-0765,mcp.streamable-http,MCP Streamable HTTP transport,MCP,transport,transport,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,y,ga,Documented support.,documented,S-147,2026-08-28T19:30Z,high,no
A-0766,mcp.sse-legacy,MCP legacy HTTP+SSE transport,MCP,transport,transport,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0767,mcp.oauth,MCP OAuth authorization,MCP,security,auth,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0768,mcp.tools-list-changed,MCP tools/list_changed notification,MCP,protocol,notification,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0769,mcp.apps,MCP Apps interactive UI,MCP Apps,ui,extension,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,y,ga,Documented support.,documented,S-147,2026-08-28T19:30Z,high,no
A-0770,skills.discovery,Agent Skills discovery,Agent Skills,skills,discovery,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,y,ga,Documented support.,documented,S-147,2026-08-28T19:30Z,high,no
A-0771,skills.progressive,Agent Skills progressive disclosure,Agent Skills,skills,loading,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
A-0772,skills.scripts,Agent Skills scripts,Agent Skills,skills,component,goose,goose Desktop / CLI,goose,Block / AAIF,desktop-cli,local,u,unknown,No sufficiently specific public evidence captured for this exact surface/capability pair.,not-found,S-147,2026-08-28T19:30Z,low,no
