assertion_id,surface_id,feature_id,status,evidence_method,implementation_mode,availability,confidence,environment_scope,qualifiers,source_keys,last_verified_at,notes
ASRT-00594,goose-acp-host,acp.client,supported,documented,native,ga,high,default,,S-146,2026-08-28,
ASRT-00595,goose-acp-host,acp.transport.stdio,supported,documented,native,ga,high,default,,S-146,2026-08-28,
ASRT-00596,goose-acp-host,acp.mcp-forwarding,supported,documented,native,ga,high,default,,S-146,2026-08-28,
ASRT-00597,hermes-core,agent-skills.core,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00598,hermes-core,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00599,hermes-core,agent-plugins.core,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00600,hermes-core,agent-plugins.skills,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00601,hermes-core,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00602,hermes-core,mcp.client,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00603,hermes-core,mcp.tools,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00604,hermes-core,plugins.native,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00605,hermes-core,computer-use,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00606,hermes-core,automation.headless,supported,documented,native,ga,high,default,,S-151;S-152;S-153;S-002,2026-08-28,
ASRT-00607,hermes-acp-agent,acp.agent,supported,documented,native,ga,high,default,,S-150;S-154,2026-08-28,
ASRT-00608,hermes-acp-agent,acp.transport.stdio,supported,documented,native,ga,high,default,,S-150;S-154,2026-08-28,
ASRT-00609,hermes-acp-agent,acp.elicitation,supported,documented,native,ga,high,default,,S-150;S-154,2026-08-28,
ASRT-00610,hermes-acp-agent,subagents,supported,documented,native,ga,high,default,,S-150;S-154,2026-08-28,
ASRT-00611,hermes-acp-agent,computer-use,supported,documented,native,ga,high,default,,S-150;S-154,2026-08-28,
ASRT-00612,openclaw-core,agent-skills.core,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00613,openclaw-core,agent-plugins.core,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00614,openclaw-core,agent-plugins.skills,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00615,openclaw-core,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00616,openclaw-core,mcp.client,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00617,openclaw-core,mcp.tools,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00618,openclaw-core,plugins.native,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00619,openclaw-core,subagents,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00620,openclaw-core,subagents.nested,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00621,openclaw-core,computer-use,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00622,openclaw-core,marketplace-registry,supported,documented,native,ga,high,default,,S-160;S-162;S-163;S-164;S-002,2026-08-28,
ASRT-00623,openclaw-acp-host,acp.client,supported,documented,native,ga,high,default,,S-162,2026-08-28,
ASRT-00624,openclaw-acp-host,acp.transport.stdio,supported,documented,native,ga,high,default,,S-162,2026-08-28,
ASRT-00625,openclaw-acp-host,session.handoff,supported,documented,native,ga,high,default,,S-162,2026-08-28,
ASRT-00626,openclaw-mcp-server,mcp.server,supported,documented,native,ga,high,default,,S-161,2026-08-28,
ASRT-00627,openclaw-mcp-server,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-161,2026-08-28,
ASRT-00628,openclaw-mcp-server,mcp.tools,supported,documented,native,ga,high,default,,S-161,2026-08-28,
ASRT-00629,openclaw-acp-host,acp.mcp-forwarding,partial,documented,native,ga,high,default,ACP bridge does not accept arbitrary per-session MCP injection; gateway/plugin bridges are configured separately.,S-161;S-162,2026-08-28,
ASRT-00630,grok-build-cli,acp.agent,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00631,grok-build-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00632,grok-build-cli,mcp.client,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00633,grok-build-cli,mcp.tools,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00634,grok-build-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00635,grok-build-cli,hooks,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00636,grok-build-cli,plugins.native,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00637,grok-build-cli,marketplace-registry,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00638,grok-build-cli,instructions.rules,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00639,grok-build-cli,automation.headless,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00640,grok-build-cli,session.handoff,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00641,grok-build-cli,custom-agents,supported,documented,native,ga,high,default,,S-170;S-171;S-172;S-001,2026-08-28,
ASRT-00642,grok-bot-cloud,agent-plugins.core,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00643,grok-bot-cloud,agent-plugins.skills,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00644,grok-bot-cloud,agent-plugins.mcp,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00645,grok-bot-cloud,agent-skills.core,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00646,grok-bot-cloud,mcp.client,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00647,grok-bot-cloud,mcp.tools,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00648,grok-bot-cloud,automation.cloud-agent,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00649,grok-bot-cloud,computer-use,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00650,grok-bot-cloud,subagents,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00651,grok-bot-cloud,session.handoff,supported,documented,native,ga,high,default,,S-173;S-002,2026-08-28,
ASRT-00652,nanoclaw-agent,agent-plugins.core,supported,registry-listed,native,ga,medium,default,,S-002;S-280,2026-08-28,
ASRT-00653,nanoclaw-agent,agent-plugins.skills,supported,registry-listed,native,ga,medium,default,,S-002;S-280,2026-08-28,
ASRT-00654,nanoclaw-agent,agent-plugins.mcp,supported,registry-listed,native,ga,medium,default,,S-002;S-280,2026-08-28,
ASRT-00655,nanoclaw-agent,agent-skills.core,supported,registry-listed,native,ga,medium,default,,S-002;S-280,2026-08-28,
ASRT-00656,nanoclaw-agent,mcp.client,supported,registry-listed,native,ga,medium,default,,S-002;S-280,2026-08-28,
ASRT-00657,nanoclaw-agent,mcp.tools,supported,registry-listed,native,ga,medium,default,,S-002;S-280,2026-08-28,
ASRT-00658,nanoclaw-agent,mcp.transport.stdio,supported,registry-listed,native,ga,medium,default,,S-002;S-280,2026-08-28,
ASRT-00659,nanoclaw-agent,mcp.transport.streamable-http,supported,registry-listed,native,ga,medium,default,,S-002;S-280,2026-08-28,
ASRT-00660,nanoclaw-agent,subagents,supported,registry-listed,native,ga,medium,default,,S-002;S-280,2026-08-28,
ASRT-00661,kimi-code-cli,mcp.client,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00662,kimi-code-cli,mcp.tools,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00663,kimi-code-cli,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00664,kimi-code-cli,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00665,kimi-code-cli,mcp.transport.legacy-sse,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00666,kimi-code-cli,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00667,kimi-code-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00668,kimi-code-cli,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00669,kimi-code-cli,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00670,kimi-code-cli,subagents,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00671,kimi-code-cli,hooks,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00672,kimi-code-cli,plugins.native,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00673,kimi-code-cli,custom-agents,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00674,kimi-code-cli,automation.headless,supported,documented,native,ga,high,default,,S-181;S-182;S-183;S-184,2026-08-28,
ASRT-00675,kimi-code-cli,acp.agent,supported,documented,native,ga,high,default,,S-180,2026-08-28,
ASRT-00676,kimi-code-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-180,2026-08-28,
ASRT-00677,kimi-code-cli,acp.mcp-forwarding,supported,documented,native,ga,high,default,,S-180,2026-08-28,
ASRT-00678,kimi-code-cli,acp.session-load,supported,documented,native,ga,high,default,,S-180,2026-08-28,
ASRT-00679,kimi-code-cli,acp.session-list,supported,documented,native,ga,high,default,,S-180,2026-08-28,
ASRT-00680,kimi-code-cli,acp.elicitation,supported,documented,native,ga,high,default,,S-180,2026-08-28,
ASRT-00681,kimi-code-cli,acp.terminal-reverse-rpc,unsupported,documented,native,ga,high,default,,S-180,2026-08-28,Current Kimi ACP capability table does not implement terminal reverse RPC.
ASRT-00682,kimi-cli-legacy-acp,acp.agent,supported,registry-listed,native,deprecated,medium,default,Legacy registry distribution; current Kimi Code CLI uses a separate 0.x version line.,S-001,2026-08-28,
ASRT-00683,mistral-vibe-cli,acp.agent,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00684,mistral-vibe-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00685,mistral-vibe-cli,mcp.client,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00686,mistral-vibe-cli,mcp.tools,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00687,mistral-vibe-cli,mcp.transport.stdio,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00688,mistral-vibe-cli,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00689,mistral-vibe-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00690,mistral-vibe-cli,instructions.agents-md,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00691,mistral-vibe-cli,custom-agents,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00692,mistral-vibe-cli,automation.headless,supported,documented,native,ga,high,default,,S-190;S-191;S-001,2026-08-28,
ASRT-00693,mistral-vibe-cli,mcp.auth.oauth,unsupported,documented,native,ga,high,default,,S-190,2026-08-28,Mistral Vibe explicitly does not support MCP OAuth; use static credentials.
ASRT-00694,qoder-cli,acp.agent,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00695,qoder-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00696,qoder-cli,mcp.client,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00697,qoder-cli,mcp.tools,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00698,qoder-cli,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00699,qoder-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00700,qoder-cli,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00701,qoder-cli,hooks,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00702,qoder-cli,subagents,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00703,qoder-cli,subagents.mcp-access,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00704,qoder-cli,subagents.write-access,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00705,qoder-cli,plugins.native,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00706,qoder-cli,instructions.rules,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00707,qoder-cli,automation.headless,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00708,qoder-cli,custom-agents,supported,documented,native,ga,high,default,,S-200;S-201;S-202;S-203;S-204;S-205;S-001,2026-08-28,
ASRT-00709,qoder-cli,session.handoff,supported,documented,native,ga,high,default,Current release line supports session browsing/resume and cross-session messaging.,S-204,2026-08-28,
ASRT-00710,qwen-code-cli,acp.agent,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00711,qwen-code-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00712,qwen-code-cli,mcp.client,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00713,qwen-code-cli,mcp.tools,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00714,qwen-code-cli,mcp.resources,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00715,qwen-code-cli,mcp.prompts,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00716,qwen-code-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00717,qwen-code-cli,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00718,qwen-code-cli,subagents,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00719,qwen-code-cli,subagents.nested,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00720,qwen-code-cli,subagents.mcp-access,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00721,qwen-code-cli,subagents.write-access,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00722,qwen-code-cli,plugins.native,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00723,qwen-code-cli,custom-agents,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00724,qwen-code-cli,automation.headless,supported,documented,native,ga,high,default,,S-210;S-211;S-212;S-213;S-214;S-001,2026-08-28,
ASRT-00725,qwen-code-cli,subagents.nested,supported,documented,native,experimental,high,default,Nested/multi-agent coordination includes experimental features.,S-212;S-215,2026-08-28,
ASRT-00726,qwen-code-cli,agent-plugins.core,unknown,inferred,native,ga,low,default,"Qwen extensions package similar components, but explicit Agent Plugins 1.0 conformance was not established in this pass.",S-213;S-003,2026-08-28,
ASRT-00727,factory-droid-cli,acp.agent,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00728,factory-droid-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00729,factory-droid-cli,mcp.client,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00730,factory-droid-cli,mcp.tools,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00731,factory-droid-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00732,factory-droid-cli,hooks,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00733,factory-droid-cli,subagents,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00734,factory-droid-cli,subagents.mcp-access,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00735,factory-droid-cli,plugins.native,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00736,factory-droid-cli,marketplace-registry,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00737,factory-droid-cli,custom-agents,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00738,factory-droid-cli,governance.org-policy,supported,documented,native,ga,high,default,,S-220;S-221;S-223;S-001,2026-08-28,
ASRT-00739,factory-droid-cli,subagents.nested,unsupported,documented,native,ga,high,default,,S-224,2026-08-28,Factory explicitly states that a subagent cannot spawn its own subagents because the Task tool is unavailable to it.
ASRT-00740,factory-droid-headless,automation.headless,supported,documented,native,ga,high,default,,S-222,2026-08-28,
ASRT-00741,factory-droid-headless,agent-skills.core,supported,documented,native,ga,high,default,,S-222,2026-08-28,
ASRT-00742,factory-droid-headless,hooks,supported,documented,native,ga,high,default,,S-222,2026-08-28,
ASRT-00743,factory-droid-headless,subagents,supported,documented,native,ga,high,default,,S-222,2026-08-28,
ASRT-00744,factory-droid-headless,plugins.native,supported,documented,native,ga,high,default,,S-222,2026-08-28,
ASRT-00745,factory-droid-headless,mcp.client,supported,documented,native,ga,high,default,,S-222,2026-08-28,
ASRT-00746,factory-droid-headless,mcp.tools,supported,documented,native,ga,high,default,,S-222,2026-08-28,
ASRT-00747,kilo-cli,mcp.client,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00748,kilo-cli,mcp.tools,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00749,kilo-cli,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00750,kilo-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00751,kilo-cli,custom-agents,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00752,kilo-cli,instructions.rules,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00753,kilo-ide,mcp.client,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00754,kilo-ide,mcp.tools,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00755,kilo-ide,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00756,kilo-ide,agent-skills.core,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00757,kilo-ide,custom-agents,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00758,kilo-ide,instructions.rules,supported,documented,native,ga,high,default,,S-230;S-231;S-232,2026-08-28,
ASRT-00759,kilo-cli,acp.agent,supported,documented,native,ga,high,default,,S-230;S-231;S-001,2026-08-28,
ASRT-00760,kilo-cli,acp.transport.stdio,supported,documented,native,ga,high,default,,S-230;S-231;S-001,2026-08-28,
ASRT-00761,kilo-cli,automation.headless,supported,documented,native,ga,high,default,,S-230;S-231;S-001,2026-08-28,
ASRT-00762,openhands-cli,mcp.client,supported,documented,native,ga,high,default,,S-240;S-242,2026-08-28,
ASRT-00763,openhands-cli,mcp.tools,supported,documented,native,ga,high,default,,S-240;S-242,2026-08-28,
ASRT-00764,openhands-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-240;S-242,2026-08-28,
ASRT-00765,openhands-cli,automation.headless,supported,documented,native,ga,high,default,,S-240;S-242,2026-08-28,
ASRT-00766,openhands-cli,custom-agents,supported,documented,native,ga,high,default,,S-240;S-242,2026-08-28,
ASRT-00767,openhands-acp-agent,acp.agent,supported,documented,native,experimental,high,default,OpenHands marks IDE/ACP integration experimental.,S-242,2026-08-28,
ASRT-00768,openhands-acp-agent,acp.transport.stdio,supported,documented,native,experimental,high,default,OpenHands marks IDE/ACP integration experimental.,S-242,2026-08-28,
ASRT-00769,openhands-canvas-local,mcp.client,supported,documented,native,ga,high,default,,S-240;S-241,2026-08-28,
ASRT-00770,openhands-canvas-local,mcp.tools,supported,documented,native,ga,high,default,,S-240;S-241,2026-08-28,
ASRT-00771,openhands-canvas-local,agent-skills.core,supported,documented,native,ga,high,default,,S-240;S-241,2026-08-28,
ASRT-00772,openhands-canvas-local,plugins.native,supported,documented,native,ga,high,default,,S-240;S-241,2026-08-28,
ASRT-00773,openhands-canvas-local,hooks,supported,documented,native,ga,high,default,,S-240;S-241,2026-08-28,
ASRT-00774,openhands-canvas-local,custom-agents,supported,documented,native,ga,high,default,,S-240;S-241,2026-08-28,
ASRT-00775,openhands-canvas-local,marketplace-registry,supported,documented,native,ga,high,default,,S-240;S-241,2026-08-28,
ASRT-00776,openhands-canvas-cloud,mcp.client,supported,documented,native,ga,high,default,,S-240;S-244,2026-08-28,
ASRT-00777,openhands-canvas-cloud,mcp.tools,supported,documented,native,ga,high,default,,S-240;S-244,2026-08-28,
ASRT-00778,openhands-canvas-cloud,agent-skills.core,supported,documented,native,ga,high,default,,S-240;S-244,2026-08-28,
ASRT-00779,openhands-canvas-cloud,automation.cloud-agent,supported,documented,native,ga,high,default,,S-240;S-244,2026-08-28,
ASRT-00780,openhands-canvas-cloud,custom-agents,supported,documented,native,ga,high,default,,S-240;S-244,2026-08-28,
ASRT-00781,openhands-canvas-cloud,plugins.native,partial,documented,native,ga,high,default,Cloud backend manages skills/plugins differently and hides the local Plugins page.,S-244,2026-08-28,
ASRT-00782,openhands-canvas-local,acp.client,supported,documented,native,experimental,high,default,Agent Canvas can use ACP agents in experimental workflows.,S-245,2026-08-28,
ASRT-00783,replit-agent,mcp.client,supported,documented,native,ga,high,default,,S-250;S-251;S-252;S-254;S-255,2026-08-28,
ASRT-00784,replit-agent,mcp.tools,supported,documented,native,ga,high,default,,S-250;S-251;S-252;S-254;S-255,2026-08-28,
ASRT-00785,replit-agent,agent-skills.core,supported,documented,native,ga,high,default,,S-250;S-251;S-252;S-254;S-255,2026-08-28,
ASRT-00786,replit-agent,agent-skills.standard-paths,supported,documented,native,ga,high,default,,S-250;S-251;S-252;S-254;S-255,2026-08-28,
ASRT-00787,replit-agent,agent-skills.scripts-assets,supported,documented,native,ga,high,default,,S-250;S-251;S-252;S-254;S-255,2026-08-28,
ASRT-00788,replit-agent,instructions.rules,supported,documented,native,ga,high,default,,S-250;S-251;S-252;S-254;S-255,2026-08-28,
ASRT-00789,replit-agent,automation.cloud-agent,supported,documented,native,ga,high,default,,S-250;S-251;S-252;S-254;S-255,2026-08-28,
ASRT-00790,replit-agent,governance.org-policy,supported,documented,native,ga,high,default,,S-250;S-251;S-252;S-254;S-255,2026-08-28,
ASRT-00791,replit-agent,instructions.agents-md,unknown,documented,native,ga,low,default,,S-255,2026-08-28,Replit documents replit.md; AGENTS.md behavior was not established in this pass.
ASRT-00792,replit-mcp-server,mcp.server,supported,documented,native,ga,high,default,,S-253;S-254,2026-08-28,
ASRT-00793,replit-mcp-server,mcp.tools,supported,documented,native,ga,high,default,,S-253;S-254,2026-08-28,
ASRT-00794,replit-mcp-server,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-253;S-254,2026-08-28,
ASRT-00795,replit-mcp-server,mcp.auth.oauth,supported,documented,native,ga,high,default,,S-253;S-254,2026-08-28,
ASRT-00796,warp-local-agent,agent-skills.core,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00797,warp-local-agent,instructions.rules,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00798,warp-local-agent,mcp.client,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00799,warp-local-agent,mcp.tools,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00800,warp-agent-cli,agent-skills.core,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00801,warp-agent-cli,instructions.rules,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00802,warp-agent-cli,mcp.client,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00803,warp-agent-cli,mcp.tools,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00804,warp-cloud-agent,agent-skills.core,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00805,warp-cloud-agent,instructions.rules,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00806,warp-cloud-agent,mcp.client,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00807,warp-cloud-agent,mcp.tools,supported,documented,native,ga,high,default,,S-260;S-261;S-262;S-264,2026-08-28,
ASRT-00808,warp-agent-cli,automation.headless,supported,documented,native,ga,high,default,,S-266,2026-08-28,
ASRT-00809,warp-agent-cli,session.handoff,supported,documented,native,ga,high,default,,S-266,2026-08-28,
ASRT-00810,warp-cloud-agent,automation.cloud-agent,supported,documented,native,ga,high,default,,S-263;S-264,2026-08-28,
ASRT-00811,warp-cloud-agent,mcp.transport.streamable-http,supported,documented,native,ga,high,default,,S-263;S-264,2026-08-28,
